collaborative,duration_ms,modified_at,name,num_albums,num_artists,num_edits,num_followers,num_tracks,pid
false,3886228,1483401600,OOOUUU,16,15,6,1,18,495
false,4431454,1500508800,songs to sing in the shower,20,20,6,1,20,496
false,4708341,1505260800,Narcos,23,24,3,1,25,497
false,16323263,1382140800,modern rock,41,20,7,1,71,498
false,20264434,1490400000,Wedding Dance Party,78,69,6,1,87,499
false,6483456,1501113600,oldies,26,24,3,1,28,500
false,6138290,1496793600,regaton,19,14,6,1,28,501
false,11001091,1496620800,tbd,45,43,24,1,52,502
false,4395793,1505260800,Instrumental,18,16,10,2,25,503
false,43925879,1509321600,Old School,132,92,30,1,158,504
false,13046807,1496966400,joSe :),40,30,6,1,54,505
false,15632980,1502323200,💃🏽,45,22,5,1,71,506
false,8142362,1491091200,Feels,19,13,9,1,32,507
false,5568007,1503964800,favs rn,26,22,21,2,26,508
false,21298674,1509408000,Chill Songs,73,55,56,3,85,509
false,8397487,1509148800,feels,20,16,2,1,36,510
false,7117095,1481500800,😻😻,22,20,14,3,32,511
false,8130764,1508716800,Somber,31,26,10,1,33,512
false,9155649,1508112000,Sunrise,45,36,7,1,46,513
true,7108879,1508803200,Mix Tape,26,17,4,1,31,514
false,7708849,1490745600,FNAF,24,12,11,2,36,515
false,48588746,1509062400,smooth jams,171,140,41,13,188,516
false,11305008,1401408000,Best EDM,44,38,14,1,44,517
false,4044572,1483660800,Worship,13,12,3,1,14,518
false,12628932,1456790400,hitS,53,50,3,2,55,519
false,6739650,1507593600,😭😭,27,26,2,1,29,520
false,27364349,1506643200,music,108,85,45,1,127,521
false,4535591,1507161600,Upbeat Songs,21,19,3,1,21,522
false,36820002,1507939200,HOOD,107,77,72,2,152,523
false,11118596,1475712000,poop,30,14,2,1,64,524
false,28666216,1491436800,Tejano,67,25,14,1,139,525
false,28492715,1484438400,Cinco De Mayo,118,96,33,6,127,526
false,13221839,1459123200,Tripping,45,32,15,3,49,527
false,25752229,1509148800,New School,88,42,20,1,137,528
false,8740289,1507939200,now,34,32,21,2,36,529
false,10931073,1508457600,Electronic Music,42,23,15,1,51,530
false,1543972,1394496000,2000's,6,6,5,1,6,531
false,36226179,1491264000,Sleep,104,78,52,2,146,532
false,7660529,1483660800,mix,9,3,3,1,34,533
false,3337982,1443657600,New Music,7,4,3,1,13,534
false,12714068,1359244800,halcyon,11,3,5,4,46,535
false,6307309,1466467200,Wedding Cocktail Hour,22,21,2,1,25,536
false,8004959,1498608000,chill,30,20,3,1,36,537
false,6152042,1487548800,february '17,25,26,10,2,28,538
false,6360096,1373932800,July 2013,28,28,12,17,28,539
false,12236130,1508889600,Musica en español,46,31,28,1,52,540
false,7853935,1505088000,SpRiNg BrEaK,28,25,6,1,33,541
false,16232654,1505520000,vibin',63,51,8,1,68,542
false,23420250,1439078400,Rock,74,66,22,1,87,543
false,16052704,1509408000,vibes,74,72,43,1,77,544
false,6134043,1501027200,Tropical,7,9,8,1,28,545
false,11605181,1503014400,pregame,45,36,2,1,50,546
false,7144512,1446595200,whatever,25,22,4,2,28,547
false,4917985,1492732800,Mix Tape,18,16,6,1,19,548
false,9943008,1505952000,Thug,35,25,18,1,41,549
false,7021790,1478822400,Winter,32,29,14,1,34,550
false,8010074,1466467200,Sleep~,27,21,9,1,33,551
false,14999951,1509062400,Country,54,27,9,1,70,552
false,51960956,1492560000,Reggae,106,54,21,2,215,553
false,34293733,1479600000,Vibin,78,51,11,1,149,554
false,12126027,1492473600,older songs,55,46,31,1,55,555
false,12485588,1467849600,Crossfit,44,32,13,2,52,556
false,16177296,1508803200,Work,68,59,14,1,70,557
false,11207126,1494028800,Black,36,27,19,1,47,558
false,54172588,1494547200,💛💛,194,133,48,1,238,559
false,40357199,1507075200,Summer Party,159,117,54,4,178,560
false,11172502,1370908800,chillen,36,27,24,1,45,561
false,20561260,1506556800,Country summer,76,38,23,3,97,562
false,3111368,1486425600,Top Hits,12,12,6,2,14,563
false,2708554,1507766400,cheese,9,6,5,1,18,564
false,31188684,1500508800,Country,110,73,31,2,138,565
false,3268105,1507766400,Wedding,15,14,2,1,16,566
false,11137339,1407888000,14,41,35,3,3,50,567
false,4301677,1428364800,NICOLE,3,3,2,1,15,568
false,5571550,1502064000,Relaxing Music,20,19,11,1,22,569
false,4908101,1509148800,run,22,22,18,1,23,570
false,3988434,1380499200,Disney!,14,15,2,1,19,571
false,40128864,1475971200,bounce,144,115,29,3,177,572
false,18296820,1506384000,Calming Music,50,24,12,2,81,573
false,3835740,1446249600,kayla,16,15,3,2,18,574
false,10530173,1419120000,Party mix,40,31,3,1,45,575
false,7021475,1508803200,wake up,31,24,5,1,33,576
false,7768668,1492387200,sound,26,21,6,1,31,577
false,5712179,1474848000,sad,13,6,3,1,24,578
false,6441285,1467244800,Mya,25,24,2,2,27,579
false,12819026,1487462400,rock,45,36,4,1,48,580
false,18255875,1471996800,main playlist,59,44,40,3,82,581
false,9647235,1506988800,doo wop,62,62,24,1,63,582
false,14688453,1505779200,nite,37,23,28,1,60,583
false,48057518,1507161600,Main,161,113,70,1,192,584
false,43243567,1499126400,🖕🏻,166,128,2,1,191,585
false,48386406,1507507200,Wandering,151,120,84,3,205,586
false,2061707,1508976000,Current,9,9,11,1,10,587
false,13467774,1498262400,Wedding Dance Music,57,51,7,2,58,588
false,19112247,1509321600,rap,65,46,55,1,83,589
false,12272944,1509321600,Vibin',46,34,23,1,54,590
false,4685643,1491350400,dad songs,17,8,5,1,19,591
false,39659165,1498694400,2015,90,70,68,3,154,592
true,11959181,1439596800,PARTY PLAYLIST,47,44,14,1,50,593
false,7454627,1378252800,bomb,29,18,5,3,31,594
false,7380665,1495756800,spring '17,34,33,23,1,35,595
false,13723702,1495756800,maY!,39,30,21,1,59,596
false,13258547,1499644800,Baby Making,30,18,3,1,55,597
false,8640760,1509148800,ale,37,32,24,1,40,598
false,3629722,1468627200,Sunny Days,15,15,9,1,15,599
false,33196793,1506384000,Stuff,132,94,56,1,149,600
false,7986767,1415491200,Up,30,29,14,1,35,601
false,9442946,1486512000,Happy Happy Happy,40,36,22,1,44,602
false,18769628,1488931200,Don't,70,63,13,1,82,603
false,5148619,1398384000,Lent,22,19,19,1,23,604
false,20859978,1496188800,turn up,66,45,24,3,97,605
false,23694980,1478390400,Country,81,35,12,1,114,606
false,30633014,1489968000,Songs I Like,110,94,95,3,124,607
false,22443152,1431388800,Spring 2015,74,67,35,2,99,608
false,16008992,1377820800,classic rock,64,54,6,1,68,609
false,14049210,1483660800,70/80,49,28,2,1,54,610
false,36233599,1424822400,Oldies,110,71,13,1,147,611
false,17784074,1505692800,summer 17,68,60,9,1,81,612
false,9861751,1401321600,Wedding Songs,43,35,5,1,43,613
false,14907387,1498694400,indie rock,45,38,36,1,62,614
false,8748346,1505692800,Sierreño,16,9,7,3,43,615
false,32741859,1483142400,study,111,87,7,4,136,616
false,11747290,1418342400,Random,41,26,13,1,50,617
false,9361587,1448582400,Christmastime,9,6,9,1,50,618
false,5342656,1503273600,random songs,19,16,5,1,23,619
false,4427301,1494720000,party,19,19,10,1,20,620
false,23742634,1509408000,workout,69,50,38,1,101,621
false,7360004,1504483200,mine,29,25,13,1,32,622
false,13430043,1505347200,take me back,50,44,6,2,53,623
false,2581672,1427155200,ROAR,4,3,3,1,14,624
false,21621494,1509235200,old,83,58,31,1,90,625
false,26324743,1508198400,teenage angst,72,53,54,3,120,626
false,13968820,1508976000,Wave,52,44,33,1,58,627
false,4959544,1462838400,Mixtape,20,20,10,1,21,628
false,4904070,1506643200,80s,18,16,4,1,20,629
false,13661915,1509408000,//new,56,51,3,1,62,630
false,17638514,1429747200,house,56,38,25,1,61,631
false,13525669,1461542400,ol skool,45,26,6,1,51,632
false,40718107,1509321600,music,107,65,98,2,194,633
false,13777908,1508025600,ROCK🎸,51,41,26,3,56,634
false,20315610,1507939200,Workout,78,62,44,2,87,635
false,17115146,1508889600,go-to,74,69,48,3,78,636
false,53561016,1495152000,Classic,187,122,84,6,205,637
false,8484680,1386201600,Various Artists – Majestic Casual - Chapter I,24,31,2,1,31,638
false,10811435,1447545600,Grind,23,16,14,3,42,639
false,8442162,1507680000,America,34,24,9,1,38,640
false,2199492,1435363200,sleep,8,8,2,1,8,641
false,23171508,1506643200,rap,80,58,43,1,104,642
false,27948831,1471996800,VACATION,98,79,8,1,120,643
false,5999255,1419465600,christmas,29,30,2,1,32,644
false,7787927,1366416000,Dubstep,28,25,17,2,29,645
false,3920384,1500076800,Pop,18,17,5,1,18,646
false,37436319,1469232000,Gym,141,115,80,2,155,647
false,32272406,1455235200,Mia,114,87,23,8,134,648
false,26106219,1508803200,Musica,70,45,8,1,110,649
false,9501803,1390694400,Australia Day,40,39,3,2,41,650
false,10661944,1502150400,Slay,38,25,18,1,46,651
false,9750954,1508976000,II,36,32,19,1,40,652
false,4042536,1505520000,Arab,5,3,5,1,10,653
false,10709181,1496361600,Take Me Back,43,36,10,5,44,654
false,9090977,1480723200,Christmas Time,34,31,10,2,50,655
false,21698803,1498953600,feel good,89,63,10,1,103,656
false,26763493,1487721600,😈😈😈,103,76,52,8,124,657
false,17015069,1509148800,Rock,53,40,21,1,64,658
false,34378400,1491350400,Lifting,126,106,24,1,164,659
false,19777780,1442707200,Panda,53,25,3,2,91,660
false,13099768,1498521600,Car Party,55,42,14,1,58,661
false,49666604,1503446400,discovered,178,175,94,5,183,662
false,12167420,1486339200,2000s hits,46,36,3,1,53,663
false,4274978,1494115200,Workout,16,14,6,3,17,664
false,12627140,1505606400,recommendations !!,54,50,16,2,61,665
false,7611809,1503273600,eclipse,28,27,4,1,30,666
false,24668922,1388448000,classical,28,19,5,1,60,667
false,4120084,1455926400,Feel Good,19,17,5,1,19,668
false,12330426,1504656000,summer 2k17,57,54,23,2,59,669
false,11507643,1491955200,cake,41,29,7,1,47,670
false,12802098,1506038400,lean,9,3,5,2,62,671
false,18320544,1443916800,Chill,56,43,22,1,74,672
false,34939410,1508889600,Say You Won't Let Go,120,88,50,9,156,673
false,7211102,1506470400,Deep Thoughts,16,8,5,1,29,674
false,1009640,1507420800,Dinner Party,6,5,5,1,6,675
false,26815535,1420156800,Clubbin,91,65,51,1,107,676
false,13221058,1489968000,For You,45,34,12,1,52,677
false,2962703,1456099200,tb,6,5,6,1,13,678
false,12591911,1500163200,Blues,37,23,11,1,44,679
false,54799152,1507852800,Country Favorites,106,48,9,3,235,680
false,3881116,1386633600,Work,15,11,2,1,16,681
false,19352924,1470528000,twenty sixteen,56,53,22,1,89,682
false,43502622,1509148800,Life,150,90,23,1,185,683
false,7051357,1500595200,Waltz,23,11,2,1,39,684
false,2702997,1480982400,uhhhh,7,3,2,1,11,685
false,9534014,1442448000,Throwback,4,3,2,1,43,686
false,27764324,1502323200,Cinderella,108,83,13,1,121,687
false,12739933,1450051200,😍😍😍,30,13,8,1,55,688
false,49939410,1495929600,My Musics,201,155,6,1,235,689
false,11414196,1487116800,Dark Side,48,46,8,1,52,690
false,27828112,1503014400,Club,82,52,40,1,117,691
false,4284245,1450051200,december,19,19,6,1,19,692
false,15706786,1508630400,chill time,64,51,24,2,74,693
false,48786515,1509321600,PARTY,140,80,48,1,190,694
false,4444821,1415577600,three,17,19,4,1,20,695
false,7086556,1457136000,Alternativo,26,18,21,1,32,696
false,19365645,1508889600,Partay,77,62,28,1,89,697
false,3627449,1500940800,rock songs,11,10,3,2,14,698
false,41477384,1506556800,Lulu,150,133,83,2,183,699
false,17319215,1504915200,Amy,57,41,19,1,72,700
false,10178516,1490918400,Old songs,37,28,15,1,38,701
true,4597865,1405987200,Wedding Cocktail Hour,21,19,2,1,23,702
false,45821977,1449187200,ALT,180,172,63,1,198,703
false,55454339,1498348800,Drake,96,48,46,1,220,704
false,5604771,1481068800,Wedding,22,17,15,1,23,705
false,1008292,1494374400,MY FAV,5,5,2,1,5,706
false,2186968,1455667200,party,10,9,4,1,10,707
false,9395168,1463011200,pop,42,38,15,3,43,708
false,5311158,1488412800,winter,24,23,22,1,24,709
false,1782858,1479600000,my favorite songs,4,3,3,2,8,710
true,2636272,1509062400,yoga,9,9,3,1,9,711
false,34147242,1504742400,classic,113,87,50,1,122,712
false,19341106,1433635200,Cody,53,30,21,1,83,713
false,12212703,1485043200,raw,37,30,12,2,55,714
false,14771305,1499385600,Band Music,29,25,10,3,44,715
false,7487981,1508803200,Rave,34,31,10,1,35,716
false,13118525,1506643200,Throwbacks,55,46,3,1,56,717
false,5718853,1494460800,Swing,11,6,3,1,24,718
false,8941719,1465862400,CARDIO,9,7,2,1,88,719
false,11999709,1340150400,PARTY 1,46,41,3,2,51,720
false,9229731,1492560000,throwback,35,25,8,1,40,721
false,15947956,1507420800,running,65,56,48,1,68,722
false,4595425,1499126400,Wet Dreamz,17,14,5,1,19,723
false,24839332,1503964800,roadtrip 🚗,83,65,2,1,106,724
false,7336109,1509235200,Feels,21,8,7,2,33,725
false,6167484,1492473600,dubstep,22,20,14,1,23,726
false,14441367,1502064000,Rock en español,49,38,21,1,56,727
false,9932312,1434758400,summer country,42,31,8,2,48,728
false,23456397,1430352000,Pop,97,77,37,1,104,729
false,28331164,1509321600,lit,103,91,50,1,133,730
false,28277577,1482192000,Best of 2016,75,70,20,1,104,731
false,3024234,1508630400,country,11,9,7,1,14,732
false,21415521,1448928000,rap,65,41,46,3,91,733
false,28437764,1506384000,2000s r&b,100,62,4,1,117,734
false,11397414,1480550400,my songs,39,35,20,1,46,735
false,6671217,1438732800,Not Rap,22,19,3,1,28,736
false,7650968,1509062400,fuego,29,26,17,1,35,737
false,3790756,1442361600,spanish,10,6,10,1,15,738
false,10523041,1435190400,Best,39,35,11,3,42,739
false,49344651,1509062400,will,137,72,18,3,195,740
false,8268004,1484697600,Chill,20,7,2,2,40,741
false,5964742,1481155200,Holiday Party,17,16,5,1,31,742
false,57648694,1509148800,New ish,168,103,131,1,245,743
false,17577615,1508630400,Running,71,57,26,1,75,744
false,12585034,1371254400,Mad Men,68,64,4,1,70,745
false,5825144,1507766400,EBM,15,12,12,1,21,746
false,18601789,1507420800,2000s,74,61,11,1,79,747
false,14585036,1500422400,Disney,29,66,8,1,85,748
false,9527681,1383696000,Buena Vista Social Club,4,4,2,1,36,749
false,7288529,1467072000,Summer 2016,24,19,4,2,33,750
false,34151580,1456185600,xmas party,136,115,51,2,150,751
false,31521556,1508284800,for you,89,62,3,1,138,752
false,5925277,1448928000,Luke,26,26,2,1,26,753
false,20780240,1509235200,L O V E,67,51,19,1,88,754
false,11396880,1494201600,Summer Country,38,24,7,1,50,755
false,4459168,1499040000,kitchen,18,15,10,1,18,756
false,3359795,1410220800,Yeah,15,12,12,1,16,757
false,8001919,1494115200,Britney,32,32,2,1,35,758
false,6379515,1476921600,ghetto,22,20,10,1,28,759
false,24626349,1503273600,HARDCORE WORKOUT,82,58,27,1,110,760
false,8527771,1487808000,#mood,18,15,9,2,39,761
false,12776721,1506816000,Gospel Mix,33,20,17,1,45,762
false,8428187,1462060800,Turnt,31,24,11,1,36,763
false,4471587,1509062400,GOOD MUSIC,17,15,2,1,18,764
false,15112167,1499040000,Tangled,37,59,15,1038,81,765
false,19218683,1508889600,music,64,47,19,1,85,766
false,37324571,1509062400,The Mix,72,42,32,1,149,767
false,18923675,1370217600,Fun,21,14,15,1,73,768
false,34553175,1497830400,Elliot,138,123,67,1,157,769
false,14712101,1469750400,summer 2016,66,54,26,1,67,770
false,2047905,1483315200,Classical favorites,4,4,3,1,6,771
false,3861715,1412640000,no,17,16,3,1,20,772
false,29527994,1498867200,4th of july,114,80,4,1,126,773
false,3576468,1370995200,Sugar,11,10,2,1,16,774
false,5567327,1419724800,vibin,23,21,12,2,24,775
false,8111527,1451952000,ha,15,9,3,1,35,776
false,4151649,1482364800,christmas,17,15,4,1,19,777
false,3718999,1508544000,electro,13,13,2,1,16,778
false,20563322,1496361600,00s,62,46,9,1,85,779
false,5516260,1452643200,Rage,22,15,3,1,23,780
false,31118595,1487548800,New jams,11,5,2,1,121,781
false,54713205,1486425600,Main Playlist,194,134,95,1,235,782
false,3368165,1450915200,Christmas,11,10,3,1,17,783
false,2394320,1485561600,Cruising,10,10,6,2,10,784
false,13069216,1496534400,Girl Power,51,44,5,2,55,785
false,14198994,1504915200,Summer 2016,51,46,31,1,59,786
false,1805998,1452556800,Baes,7,7,2,1,7,787
false,7948938,1486252800,ATL,23,13,2,1,30,788
false,8070680,1441065600,Soulful,23,17,2,1,29,789
false,4241859,1507766400,😴😴,20,17,10,3,20,790
false,10750810,1476748800,Country,29,14,3,1,48,791
false,2275342,1407196800,Pitch Perfect,3,9,2,1,16,792
false,21382504,1503187200,feels,83,67,31,4,90,793
true,5892847,1446422400,siesta,17,10,5,2,28,794
false,1914114,1491177600,Shape of You,9,9,2,2,9,795
false,10056945,1508371200,Country,42,36,23,1,48,796
false,10142356,1509321600,Workout,37,33,40,1,47,797
false,7910361,1499212800,mellow,29,21,9,1,34,798
false,8202120,1506038400,Helene,24,17,5,1,33,799
false,2091648,1457481600,Christian music,7,4,2,1,8,800
false,14488716,1484265600,Runaway,53,51,39,1,57,801
true,25831390,1474416000,work music,15,9,6,1,94,802
false,43421679,1508630400,Country,128,67,62,1,204,803
false,20908133,1496448000,Good Stuff,81,62,10,1,86,804
false,2638772,1479340800,car playlist,10,9,8,1,12,805
false,34849426,1414800000,2K14,121,89,26,3,143,806
false,16875684,1439164800,Summer drives,67,51,6,1,75,807
false,27581867,1446163200,💸💸,30,16,7,1,113,808
false,3250849,1469232000,Country,15,10,8,1,15,809
false,2237697,1499731200,road trip,7,7,4,1,10,810
false,46448007,1434240000,musicals,21,59,5,1,234,811
false,21656971,1441324800,Throwback,53,46,18,2,112,812
false,8563173,1508112000,ease ~,35,31,7,1,41,813
false,11396490,1499644800,Groovy,44,44,17,2,45,814
false,42936735,1449273600,WORKOUT,180,149,6,1,189,815
false,21676960,1444780800,Easy Listening,85,68,22,1,97,816
false,12480160,1450396800,Cancun,44,33,13,1,53,817
false,2868245,1494806400,Star Wars,12,5,3,1,14,818
false,4594018,1479600000,CHiLl,21,21,5,1,21,819
false,3494895,1424131200,jan 2015,17,16,3,1,17,820
false,5151514,1493856000,feel good,24,22,7,1,24,821
false,36971214,1506384000,explicit,107,73,72,1,165,822
false,26510292,1508371200,Broadway Baby,23,54,3,1,120,823
false,7481073,1448409600,Worship,19,17,17,2,24,824
false,17771865,1474070400,pregame,70,58,4,6,78,825
false,4370484,1448150400,Hawaii,16,13,2,1,19,826
false,5967277,1491782400,Roadtrip,24,15,4,1,24,827
false,4064674,1469836800,.jams.,17,16,4,1,18,828
false,12196214,1501891200,The Classics,28,15,7,2,35,829
false,3222010,1498953600,Heat,14,12,6,1,16,830
false,16449976,1509235200,My hits,69,54,59,2,76,831
false,6103083,1449792000,Fix You,22,15,3,1,27,832
false,27697847,1393200000,I workout!,97,73,4,1,128,833
false,3732421,1435708800,Disney,14,18,6,2,19,834
false,48926806,1504915200,everything,157,103,9,1,207,835
false,3999213,1506470400,boujee,17,16,2,1,19,836
false,4015752,1426032000,Country Mix,18,17,7,1,18,837
false,29197826,1495670400,bird,66,42,73,2,121,838
false,14518491,1468454400,Camp,61,53,5,1,69,839
false,26981820,1505692800,rap,52,39,27,3,117,840
false,25135565,1488499200,Deb,17,11,3,1,111,841
false,27175214,1479340800,christmas,19,9,7,1,136,842
false,48585388,1508025600,2016,193,148,78,3,221,843
false,33568346,1487289600,nostalgia,86,55,12,1,150,844
false,2911434,1431302400,english,12,11,2,1,12,845
false,5756548,1505433600,empty,15,4,4,1,27,846
false,50294546,1457654400,The Good Stuff,121,85,56,1,211,847
false,49717490,1507075200,Local,141,101,126,2,200,848
false,25884968,1506816000,chill,77,58,68,3,101,849
false,12265773,1499299200,Lit🔥🔥,51,36,4,1,53,850
false,4241888,1507075200,Indie Stuff,14,9,4,1,17,851
false,11639639,1431993600,chill,49,45,35,1,49,852
false,7744568,1394841600,Frozen,3,10,2,2,59,853
false,54136863,1509408000,HER,167,102,37,3,218,854
false,24098628,1508198400,Gospel,57,39,42,4,73,855
false,3492144,1476576000,songs to dance to,16,15,5,1,16,856
false,28867643,1509235200,study,112,106,36,2,132,857
false,21620089,1492128000,summer 16',90,78,25,1,96,858
false,42753000,1497916800,Hungover,147,117,42,1,179,859
false,12286033,1493424000,work,43,39,17,1,50,860
false,11146474,1491782400,Christmas Favorites,48,42,18,4,64,861
false,3767219,1482710400,mood music,12,11,2,1,14,862
false,10463771,1502064000,good vibes,47,47,14,1,48,863
false,18798519,1393113600,I like these songs,69,56,37,1,72,864
false,7703622,1506038400,Cha Cha,31,30,7,1,36,865
false,33080913,1505952000,Worship,42,30,26,2,91,866
false,13703082,1506211200,PURPLE,49,41,22,1,54,867
false,4999906,1462579200,April 2016,22,21,12,1,22,868
false,8765681,1493683200,My Heart,30,25,18,1,37,869
false,11309492,1457308800,recovery,41,35,12,1,47,870
false,4523189,1501113600,space jams,11,7,3,2,25,871
false,6091075,1509321600,bored,25,23,25,1,29,872
true,7936491,1476057600,Volleyball,28,25,9,1,31,873
false,33793856,1507766400,Mixed,70,45,30,1,133,874
false,9150473,1441584000,Jammin,21,12,3,1,42,875
false,16582784,1436400000,Chidas,43,34,33,2,68,876
false,17181746,1508803200,ELECTRONICAS,82,58,24,1,85,877
false,1996675,1508025600,new new,6,5,5,1,9,878
false,50341906,1497744000,Country,133,71,38,1,241,879
false,6211312,1393977600,Working Out,21,18,10,1,26,880
false,14597634,1497484800,EDC,48,35,2,1,62,881
false,1384776,1444780800,run 2,6,6,4,1,6,882
false,18696030,1471824000,Office,74,49,2,1,82,883
false,9151970,1473120000,Songs I Love,38,36,35,2,41,884
false,14042586,1506643200,SEPTEMBER 2017,54,48,5,1,59,885
false,52613668,1509408000,BUMP,137,77,21,2,225,886
false,15285499,1409961600,Reception,63,57,22,1,66,887
false,5887643,1442880000,Old Rock,20,17,10,1,22,888
false,8272231,1435622400,Edward Sharpe & The Magnetic Zeros,6,3,3,1,35,889
false,1718302,1382313600,Two,6,6,4,1,6,890
false,1724810,1461888000,Good music,7,6,4,1,7,891
false,3003906,1435881600,1980's,11,11,2,8,11,892
true,29696098,1422057600,Country,98,42,14,1,135,893
false,4413536,1474848000,playlist,19,14,8,1,20,894
false,31869941,1424304000,Throwbacks,83,52,6,1,137,895
false,44548821,1485907200,Classic Country,141,58,6,6,207,896
false,16408701,1479945600,Thuggin,10,9,4,1,70,897
false,10891819,1436918400,trending,42,39,28,1,45,898
false,12802175,1509062400,Relax,48,34,20,1,54,899
false,3659376,1504828800,My High-Intensity Workout,14,10,2,1,14,900
false,13208416,1474588800,Sundays,42,37,4,3,47,901
false,9451263,1505088000,sunday,36,24,6,1,42,902
false,14511221,1506556800,Oldies,64,61,13,1,66,903
false,7765445,1422835200,dance yrself clean,22,18,4,2,26,904
false,2442207,1365897600,Sleep Music,7,7,2,1,11,905
false,5044396,1463270400,DISCOVER,30,30,2,1,30,906
false,25090570,1507852800,Lit,103,78,27,1,113,907
false,11656243,1506038400,old but good,51,43,6,2,53,908
false,2917328,1454803200,Awesome,10,6,4,1,14,909
false,21314596,1459987200,Pump up,47,20,2,2,87,910
false,8388914,1502064000,BEST SONGS EVER,28,28,10,1,41,911
false,22637299,1506902400,old school,73,65,45,2,90,912
false,31388970,1502841600,PARTY,118,91,13,1,134,913
false,16432020,1508112000,dance,70,60,57,1,71,914
false,1871236,1501804800,Alternative,6,6,3,2,8,915
false,24591942,1500249600,Rock,68,30,8,1,89,916
false,9008766,1478822400,Summer '16,38,36,14,1,40,917
false,43003986,1383955200,Pearl Jam,12,8,2,1,162,918
false,11480569,1501891200,petrichor,45,42,7,1,48,919
false,31814633,1486944000,LITT,142,127,13,1,146,920
false,25827393,1480636800,Rock,57,35,9,1,112,921
false,2472526,1478822400,Baby shower,12,12,2,1,12,922
false,8340370,1500422400,beautiful,32,30,12,1,36,923
false,23720395,1501977600,mine,56,40,38,1,103,924
false,18541223,1508976000,John's Playlist,70,60,10,1,75,925
false,14618370,1508112000,rock,55,47,21,1,61,926
false,13131762,1504569600,Oldies,60,37,8,2,65,927
false,2217770,1503878400,vibin,9,8,4,1,10,928
false,4142432,1429747200,Move,17,17,4,1,18,929
false,34682579,1478131200,Seduction,97,63,24,1,120,930
false,11746828,1442275200,Fire,46,42,6,1,54,931
false,7729111,1509321600,halloweenie,30,33,5,1,35,932
true,9746258,1457481600,Reception,47,44,12,1,47,933
false,9696452,1485648000,Love,30,22,8,1,36,934
false,12324961,1496016000,Rock,40,32,11,1,44,935
false,11239296,1491091200,Worship,29,18,25,3,37,936
true,6073195,1419811200,hayley,26,26,6,1,26,937
false,13517594,1490140800,Inspiration,54,53,9,1,56,938
false,7806717,1505433600,<3,21,16,12,1,35,939
false,10964833,1489449600,Playlist,36,34,7,2,49,940
false,30712867,1505433600,2k17,82,55,61,1,140,941
false,23837606,1468713600,R&B classics,75,45,6,3,94,942
false,20275508,1482278400,Fall 2015,79,75,34,1,92,943
false,6970595,1496966400,hoe anthems,27,21,5,2,31,944
false,5355947,1509408000,the mix,16,14,5,1,26,945
false,25345670,1506124800,summer '17,68,52,61,1,119,946
false,2183323,1468800000,nashville,10,9,3,1,10,947
false,14325817,1449705600,Christmas songs,7,7,3,1,63,948
false,16786449,1479081600,jamz,71,68,36,1,74,949
false,11815189,1471996800,Summer 2016,54,49,14,2,55,950
false,2229106,1425340800,stuff,6,3,4,1,9,951
false,2395154,1442707200,The Greatest,8,5,4,1,10,952
false,15388277,1460764800,#chill,59,51,44,2,70,953
false,5344096,1441152000,country,24,18,8,1,24,954
false,49978310,1442707200,country,120,55,30,1,224,955
false,18718684,1425168000,Classical,32,22,22,1,75,956
false,7188894,1477180800,disney bops,23,15,2,1,39,957
false,3861463,1469577600,top down,17,17,2,2,17,958
false,4772474,1507507200,Rap Songs,21,21,19,1,21,959
false,18568996,1509235200,Chillout,57,51,42,1,59,960
false,14449011,1404518400,Gospel,36,25,11,1,53,961
false,17831472,1466294400,MERICA,52,35,38,1,80,962
false,2353881,1465171200,Dubstep,10,8,2,1,10,963
false,30889047,1509235200,KILLA,109,78,59,1,135,964
false,21868096,1482192000,hey,47,33,29,1,97,965
false,2805925,1493251200,mello,12,12,3,1,12,966
false,2244462,1449360000,spanish,11,8,4,1,11,967
false,35918107,1507680000,death,131,73,88,4,162,968
false,8984013,1500076800,Marshall,31,28,5,2,35,969
false,17996632,1407196800,Summer 2014,56,50,24,1,79,970
false,12750541,1506470400,Rap it up,46,36,11,1,57,971
false,35127057,1444003200,Slow Stuff,110,77,3,1,133,972
false,4045052,1502236800,flow,14,14,6,1,17,973
false,33074974,1447977600,Maui,110,71,12,1,140,974
false,4848999,1466380800,Lit af,15,13,6,1,21,975
false,4692356,1380499200,Neo,11,6,4,1,16,976
false,28795617,1469232000,summer playlist,116,105,8,1,133,977
false,26607391,1504915200,Dancehall,105,54,37,1,126,978
false,47162649,1476489600,new,181,148,178,1,221,979
false,48909656,1509408000,Gym,183,123,90,3,214,980
false,7749913,1478476800,Chill,29,22,10,1,35,981
false,13926435,1462665600,nc,53,47,11,1,56,982
false,27207422,1487376000,2pac,24,8,26,1,100,983
false,48616835,1509494400,Pump up,150,78,50,1,203,984
false,19433173,1468886400,Party Playlist,63,37,8,1,79,985
false,15491200,1406160000,New Music,60,58,13,1,69,986
true,36983438,1505952000,Dancing on my own,69,35,2,1,172,987
false,3261685,1474243200,New,12,10,8,1,14,988
true,7254125,1508803200,David,31,26,24,1,33,989
true,20637964,1507420800,Michelle,84,74,5,1,87,990
false,4261773,1486944000,Bad and Boujee,17,17,3,1,19,991
false,31829172,1508371200,R&B,106,73,29,1,126,992
false,8986743,1508112000,🌈🌈🌈,24,21,18,1,38,993
