,collaborative,duration_ms,modified_at,name,num_albums,num_artists,num_edits,num_followers,num_tracks,pid
450,False,11351856,1466812800,funky,18,9,7,1,49,2450
451,False,3404006,1500854400,Awesome music,15,15,10,1,16,2451
452,False,12874396,1502409600,Papa,50,40,11,2,52,2452
453,False,29708426,1506297600,Why Not,100,75,26,1,135,2453
454,False,10143649,1490572800,Requiem,36,30,19,1,42,2454
455,False,16799488,1505952000,Old School,50,34,30,3,65,2455
456,False,8453471,1497139200,gas,23,19,8,1,38,2456
457,False,13739349,1503014400,chill,38,34,21,1,46,2457
458,False,7359372,1463616000,abroad,33,31,13,1,34,2458
459,False,11018417,1500681600,Mom,31,24,15,2,45,2459
460,False,7822406,1454716800,winter,32,30,15,1,35,2460
461,False,11808721,1425340800,dancehall,34,27,10,5,39,2461
462,False,7099327,1485907200,favss ,23,18,18,1,30,2462
463,True,10042155,1460678400,newbie,43,35,4,2,45,2463
464,False,54709467,1505520000,Chill,176,148,111,3,232,2464
465,False,4803044,1504051200,MICHAEL BUBLÉ,13,4,7,2,24,2465
466,False,13891601,1453161600,Rage!,39,20,16,1,55,2466
467,False,5689453,1494288000,DRIVING ,26,26,13,2,27,2467
468,False,9511256,1500681600,the chill,33,28,21,3,38,2468
469,False,8144557,1484697600,Reggae,21,11,12,1,30,2469
470,False,9428465,1491523200,my,40,30,12,1,41,2470
471,False,2521381,1487635200,lit af,12,12,4,1,12,2471
472,False,2605093,1509062400,Autumn,10,8,4,1,12,2472
473,False,18016044,1489449600,Misty,49,33,12,1,69,2473
474,False,30490298,1412035200,80s,100,75,4,1,115,2474
475,False,25498942,1498348800,❤️❤️,72,56,24,1,103,2475
476,False,18150911,1507593600,R&B mix ,62,53,39,1,67,2476
477,False,56706651,1495756800,Alternative,75,38,36,2,230,2477
478,False,38005957,1488672000,good stuff,80,41,12,2,156,2478
479,False,31406167,1494979200,February ,118,105,35,1,142,2479
480,False,6479394,1453680000,Jams,27,27,26,2,28,2480
481,False,8980341,1507161600,Old School Hip Hop,25,19,11,1,34,2481
482,False,5963586,1460419200,Hits,23,19,10,1,27,2482
483,False,2941335,1507593600,Joanna,14,14,10,1,14,2483
484,False,2339536,1491350400,Dance 1,8,7,2,1,9,2484
485,False,25935238,1506556800,Partayyyy,95,80,73,2,114,2485
486,False,10575366,1482192000,Mash up ,43,31,5,1,45,2486
487,False,13120330,1500681600,disney,36,55,7,1,66,2487
488,False,54227682,1459814400,Reggae Vibes,139,98,3,6,229,2488
489,False,11977857,1461196800,Beast Mode,46,42,15,1,54,2489
490,False,7677696,1502841600,Country,30,23,20,1,33,2490
491,False,32521631,1508198400,Korean OST,106,108,64,2,147,2491
492,False,26729499,1509321600,Country,81,37,15,2,123,2492
493,False,8498033,1508371200,it's lit,29,20,16,1,34,2493
494,False,9380622,1505001600,Latino,39,27,20,1,43,2494
495,False,9999991,1414454400,October,33,32,18,1,45,2495
496,False,19414293,1495324800,sleep,38,22,21,1,65,2496
497,False,4608425,1420329600,music,16,16,2,1,21,2497
498,False,51261265,1439337600,Cool Down,170,124,45,3,222,2498
499,False,10905219,1476057600,beach day,45,33,5,1,49,2499
500,False,56282170,1497484800,music i like,179,109,15,1,247,2500
501,False,4371220,1509062400,Dreams,16,14,10,1,18,2501
502,False,39009769,1509062400,Country playlist,93,52,28,2,186,2502
503,False,34037381,1468800000,SUNDAY,50,42,26,1,136,2503
504,False,10607937,1483488000,workout2,32,16,11,1,46,2504
505,False,40697468,1464134400,country,18,13,3,2,198,2505
506,False,15039219,1480550400,lost in translation ,65,61,32,3,70,2506
507,False,7641097,1422057600,Emotions,13,5,4,1,24,2507
508,False,3833682,1473379200,oldies,16,14,11,1,20,2508
509,False,9496903,1506470400,idk,44,38,16,1,45,2509
510,False,1337146,1498521600,Old School,5,5,3,1,5,2510
511,False,14920733,1451692800,oldies,57,52,2,1,64,2511
512,False,11809453,1453161600,Classic rock,40,32,6,1,42,2512
513,False,19033007,1370649600,Gaming,52,32,7,2,83,2513
514,False,4826777,1441238400,Eurodance,19,18,3,4,22,2514
515,False,8014736,1496966400,lit,30,23,11,1,34,2515
516,False,39351195,1508457600,Disco,60,37,39,2,123,2516
517,False,11486648,1509408000,Cardio,50,48,27,1,52,2517
518,False,8963835,1424995200,Just Give Me A Reason,30,23,23,2,42,2518
519,False,23812912,1440028800,Stand Up,11,9,7,1,93,2519
520,False,7067060,1504828800,Happy Happy Joy Joy,28,25,10,1,31,2520
521,False,12475392,1503360000,latino ,46,36,9,1,57,2521
522,False,39492295,1476835200,asdfghjkl,93,68,20,3,172,2522
523,False,5368018,1439856000,Boat Music,23,22,4,2,26,2523
524,False,4441533,1458345600,Gaming ,17,13,11,1,19,2524
525,False,16045533,1498435200,holy,48,36,5,2,58,2525
526,False,3888230,1404864000,Wander,14,14,6,1,15,2526
527,False,10683546,1493251200,country,33,26,18,1,48,2527
528,False,4058120,1411084800,Guilty Pleasure,18,18,3,1,18,2528
529,False,14661129,1508630400,House,37,32,11,2,47,2529
530,False,13943008,1484870400,emmy,66,61,11,1,66,2530
531,False,17078778,1473638400,ALT ROCK,49,38,3,1,71,2531
532,False,2890729,1451692800,MB,13,13,2,1,13,2532
533,True,5147845,1473120000,Mood Music,15,11,14,1,21,2533
534,False,48730824,1488412800,Vibes,116,91,107,1,215,2534
535,False,23982364,1491523200,Feel Good,94,85,59,1,102,2535
536,False,39149732,1468022400,Good times,91,45,68,1,151,2536
537,False,13787550,1429747200,Drive,53,47,17,1,55,2537
538,False,24420355,1450915200,2015 Top Tracks,76,63,2,1,100,2538
539,False,8545431,1508198400,leonard cohen,23,13,16,2,30,2539
540,False,43900834,1467590400,Hood,39,24,21,4,206,2540
541,False,30594427,1487289600,New,106,75,40,1,130,2541
542,False,44387903,1508803200,Christian Playlist,129,83,65,2,191,2542
543,False,6586551,1447977600,Country,22,18,8,1,30,2543
544,False,4956687,1503100800,Workout,21,19,4,1,22,2544
545,False,35113876,1509408000,old school,112,69,9,2,143,2545
546,False,5539322,1471046400,Noosa Tastiest Playlist,27,27,2,1,27,2546
547,False,17817139,1506729600,tb,75,59,10,2,78,2547
548,False,1609273,1389484800,uhhhh,7,7,5,1,7,2548
549,False,5364244,1473033600,summer2k16,20,19,10,1,21,2549
550,False,13182569,1508716800,Country,45,40,37,1,69,2550
551,False,16433031,1473552000,PARTAYY,58,43,15,1,69,2551
552,False,36767169,1477699200,over and over ,119,92,55,2,167,2552
553,False,27190309,1494547200,happy,121,111,29,1,126,2553
554,False,12683177,1449792000,Christmas <3,34,24,4,1,72,2554
555,False,2316919,1504569600,new,11,9,3,1,12,2555
556,False,33562876,1474156800,Worth It,56,18,16,2,144,2556
557,False,20658531,1503014400,beats,91,77,40,1,95,2557
558,False,16308964,1509494400,Leah,59,54,40,1,67,2558
559,False,23883671,1509321600,Chill/Feels,86,65,16,2,106,2559
560,False,4614574,1481328000,Christmas Music,17,17,5,1,20,2560
561,False,49452977,1468886400,Vibes. ,109,51,50,1,208,2561
562,False,36922803,1437955200,Real Hip Hop,130,107,60,2,152,2562
563,False,3135028,1431561600,chill,13,13,2,2,14,2563
564,False,5514427,1463788800,shower,24,24,9,1,26,2564
565,False,7289602,1498089600,throwback jams,31,26,2,1,33,2565
566,False,5341940,1503273600,99%,19,17,11,1,20,2566
567,False,5110481,1503014400,summer,21,20,10,2,23,2567
568,False,7742408,1431648000,GOO,28,21,3,1,31,2568
569,False,7453590,1431820800,Sad songs,28,21,11,1,31,2569
570,False,12751678,1498089600,Pool Party,47,27,5,1,57,2570
571,False,15917533,1505865600,pump it up,67,55,22,2,71,2571
572,False,12215543,1498867200,Once Upon A Time,42,29,9,1,53,2572
573,False,8589783,1509494400,john mayer,25,15,12,1,37,2573
574,False,4885053,1398988800,#boostyourrun,22,20,2,1,22,2574
575,False,36189315,1443139200,Bachelor Party!!!,125,95,3,1,148,2575
576,False,3020804,1487808000,Cumbia,14,7,6,1,14,2576
577,False,6680990,1506470400,Beats,26,16,8,1,30,2577
578,False,3903343,1423008000,Just for you,15,13,4,1,15,2578
579,False,2117638,1492041600,Relax music,8,8,3,1,8,2579
580,False,11183810,1502841600,Chill music,36,27,19,1,46,2580
581,False,16953330,1483056000,Freestyle,35,23,11,1,62,2581
582,False,4843692,1453075200,Reggae,15,13,10,2,19,2582
583,False,8937486,1501718400,Chill Times,33,28,12,2,37,2583
584,False,15474976,1508976000,Turn Up,52,39,10,1,68,2584
585,False,27747384,1509321600,KPop,75,33,83,2,127,2585
586,False,14992445,1455926400,party ,57,51,5,1,65,2586
587,False,9077349,1497657600,yuh,33,26,5,1,39,2587
588,False,19758324,1383264000,Halloween,87,86,2,1,91,2588
589,False,40105640,1508716800,Flames,102,71,65,1,174,2589
590,False,4971113,1450656000,Indie love,16,10,10,1,23,2590
591,False,7949428,1507248000,PURO ROCK...,27,17,14,1,33,2591
592,False,36847727,1507593600,mel,72,26,7,1,159,2592
593,False,9308369,1475452800,September 16,40,39,13,1,41,2593
594,False,1044168,1464652800,mine,5,5,3,1,5,2594
595,False,4154577,1489881600,march 17,20,20,8,2,21,2595
596,False,10853894,1474416000,wedding,39,28,4,1,47,2596
597,False,15858168,1506988800,rap,60,51,8,1,69,2597
598,False,6600491,1448409600,Too Close,26,19,4,2,29,2598
599,False,13853372,1398816000,Music Midtown,27,7,3,1,60,2599
600,False,61427246,1503878400,Rock/Metal,128,46,51,1,209,2600
601,False,11746506,1493510400,Summer Country,44,26,12,3,55,2601
602,False,6176576,1492992000,Singing songs,26,18,9,1,28,2602
603,False,19779654,1508284800,fall vibes,68,55,5,1,89,2603
604,False,36631598,1436400000,80's Baby,113,85,16,1,146,2604
605,False,19348845,1435276800,Rap 2.0,50,36,19,2,78,2605
606,False,15319866,1470873600,inspiration,52,46,3,1,65,2606
607,False,8066755,1508976000,run,35,27,24,2,35,2607
608,False,4693883,1486080000,K-Pop,20,16,10,1,22,2608
609,False,8896206,1467331200,oldies,37,30,4,1,38,2609
610,False,4472220,1491264000,mood ,17,14,7,1,17,2610
611,False,15527212,1431388800,OBSESSION.,51,47,7,2,63,2611
612,False,16035800,1489536000,tb,61,51,7,1,68,2612
613,False,7593278,1407542400,60's,34,25,5,1,38,2613
614,False,51861680,1508025600,workout,168,99,95,1,220,2614
615,False,6767462,1507939200,Sleep,14,8,8,1,28,2615
616,False,11630901,1504915200,Pop,9,3,3,1,54,2616
617,False,9349185,1508889600,my music,28,22,4,1,35,2617
618,False,5045741,1484697600,shower songs ,21,20,5,1,21,2618
619,False,14455424,1509148800,Island music,48,38,30,15,61,2619
620,False,2997701,1501545600,Pleasure,11,11,5,1,11,2620
621,False,18430371,1507161600,Kids,74,65,46,1,80,2621
622,False,8318690,1501804800,Chill,37,34,32,1,40,2622
623,False,1372532,1466467200,Let's Get Lost,6,6,6,1,6,2623
624,False,32582568,1457654400,Kuntry,90,53,17,1,146,2624
625,False,15986635,1476403200,Country,51,23,5,1,76,2625
626,False,10580355,1485302400,christian,18,9,10,1,34,2626
627,False,39906066,1509148800,The Playlist,126,85,36,2,162,2627
628,False,8694537,1507852800,Tori,33,26,14,1,34,2628
629,False,20948875,1462492800,Classic Rock,61,37,13,1,76,2629
630,False,25776488,1508371200,chill trap,74,53,15,1,110,2630
631,False,9032177,1423612800,Yoga,10,9,7,2,27,2631
632,False,6386888,1503273600,acoustic,28,25,17,1,29,2632
633,False,4146183,1499904000,HIGH SCHOOL MUSICAL,4,6,3,1,19,2633
634,False,30366533,1509148800,old skool,116,75,46,1,128,2634
635,False,2315180,1435449600,fun,10,9,2,1,10,2635
636,False,9428672,1491696000,workout,41,37,24,1,44,2636
637,False,10351652,1465516800,Stuff,28,18,3,1,36,2637
638,False,11240760,1368403200,Painting,48,47,8,3,50,2638
639,False,23215325,1504656000,Run for your life!,92,78,50,1,100,2639
640,False,8432864,1503273600,eclipse ,35,36,3,1,36,2640
641,False,64848361,1452816000,Turn up,203,131,95,2,236,2641
642,False,14330952,1402185600,Rainy Days,39,19,18,1,64,2642
643,False,12356604,1465084800,Throwback Hits  ,48,47,10,1,52,2643
644,False,7886236,1480636800,christmas time,22,17,16,1,40,2644
645,False,11406518,1373241600,RENT ,2,11,2,1,56,2645
646,False,11678140,1502841600,🤙🏼🤙🏼🤙🏼,41,31,3,1,50,2646
647,False,6624245,1466380800,goodies,25,24,12,1,26,2647
648,False,5124096,1499472000,YOU,23,21,9,1,25,2648
649,False,21449692,1486080000,90s Rock,57,41,9,1,82,2649
650,False,12397116,1509321600,oldies,43,28,2,1,50,2650
651,False,14162570,1507766400,New Music,57,54,31,2,61,2651
652,False,11381918,1496793600,favorite,42,35,38,1,49,2652
653,False,7505027,1376697600,Marlene,27,24,3,1,35,2653
654,False,19289847,1506470400,Bedroom jams,67,42,18,1,83,2654
655,False,7563964,1502323200,AUTUMN,32,32,23,1,34,2655
656,False,1908275,1475798400,quinn,3,3,4,1,9,2656
657,False,3304582,1371254400,Summer,12,12,4,1,13,2657
658,False,4125011,1467244800,sex,16,13,4,2,18,2658
659,False,15735678,1433980800,classic chill,47,41,8,2,52,2659
660,False,18999113,1498780800,good stuff,72,57,33,6,84,2660
661,False,12096291,1476748800,The stuff,46,36,23,1,54,2661
662,False,6011224,1455494400,Wiz Khalifa ,9,6,5,1,24,2662
663,False,20420975,1506384000,Just Listen,62,51,19,2,80,2663
664,False,13943483,1477526400,Real Music,59,53,39,1,65,2664
665,False,14019344,1495065600,Mum,54,47,5,1,64,2665
666,False,10977235,1445558400,halloween,27,26,9,1,36,2666
667,False,5488265,1373241600,workout,18,16,9,1,22,2667
668,False,5924120,1441584000,Work,27,27,4,1,27,2668
669,True,16330489,1498262400,May 2017,73,69,16,1,80,2669
670,False,11939135,1508803200,throwback,44,33,15,1,53,2670
671,False,4349146,1463961600,Good Oldies,21,13,2,1,21,2671
672,False,15075676,1485216000,90s,51,42,7,1,64,2672
673,False,6767634,1508803200,Sick Beats,30,25,19,1,32,2673
674,False,4772106,1466899200,musical theatre,10,17,4,1,19,2674
675,False,22193994,1503532800,dat new new,83,75,13,1,96,2675
676,False,26046295,1484352000,Popular Songs,100,72,60,3,120,2676
677,False,16243231,1455667200,Summer 2015,46,30,6,1,74,2677
678,False,43954791,1503792000,Travel Tunes,172,140,7,1,195,2678
679,False,24639416,1486944000,On the Road,87,69,4,1,100,2679
680,False,8366511,1505174400,All Songs,28,18,5,1,38,2680
681,False,6881215,1505088000,HALLOWEEN,30,30,3,1,31,2681
682,False,5609169,1507852800,feels,23,22,16,1,25,2682
683,True,11958607,1486771200,❤️,50,50,36,2,50,2683
684,False,8902764,1462060800,hip hop ,33,27,22,1,36,2684
685,False,5066120,1489622400,sand,20,16,9,1,26,2685
686,False,49296337,1504915200,on the road ,175,138,28,1,211,2686
687,False,13733707,1442966400,2015,55,52,29,1,60,2687
688,False,5589567,1507939200,Kelly,26,25,2,1,26,2688
689,False,2618781,1508976000,Hip-Hop,13,11,3,1,13,2689
690,False,1399451,1370995200,Love,6,6,5,1,7,2690
691,False,16647088,1503187200,graduation,62,53,22,1,76,2691
692,False,7629272,1504828800,olivia ,32,30,5,1,35,2692
693,False,7147672,1464048000,Mellow,14,7,3,1,26,2693
694,False,3245653,1459814400,Movies,11,11,3,1,14,2694
695,False,4492215,1480550400,workout,17,17,3,1,18,2695
696,False,23375997,1508457600,Gym Songs,85,70,29,1,96,2696
697,False,47340417,1493078400,California,190,154,24,1,221,2697
698,False,7938448,1485820800,January 2017,33,33,26,1,33,2698
699,False,9937710,1509408000,Hiphop,42,37,39,4,44,2699
700,False,36533303,1505001600,Rock,97,56,20,1,132,2700
701,False,7465442,1501113600,Electronic,22,19,4,1,23,2701
702,False,2433457,1502668800,Starlight,12,12,5,1,12,2702
703,False,6253875,1484956800,Real Chill,23,19,15,1,30,2703
704,False,14877127,1509408000,Classics,56,45,35,1,59,2704
705,False,5212089,1497139200,litty,22,20,13,3,24,2705
706,False,12100585,1496448000,the goods,51,49,16,1,53,2706
707,False,13716539,1497312000,Lady Gaga,10,4,8,1,62,2707
708,False,25494895,1506988800,pancho,103,69,28,1,133,2708
709,False,7254705,1472342400,Ok,19,16,2,2,31,2709
710,False,1784807,1418688000,Sweet,7,7,2,1,7,2710
711,False,4646210,1483920000,lit list ,15,14,2,1,18,2711
712,False,4594709,1474329600,september 16,17,15,4,2,20,2712
713,False,28765600,1461024000,Rap ��,94,68,55,3,127,2713
714,False,923879,1391212800,Patriotic,5,5,2,1,5,2714
715,False,22488279,1509321600,Rock,71,41,32,1,85,2715
716,False,35618188,1491523200,Classic Rock ,102,57,31,1,132,2716
717,False,3331395,1392940800,Country lovin',11,11,4,1,15,2717
718,False,4967699,1404172800,work out,22,22,10,2,22,2718
719,False,13064725,1508112000,hangout,43,35,2,1,56,2719
720,False,4181471,1503705600,Brutal,18,16,14,1,18,2720
721,False,7928319,1507248000,baddie,36,32,23,2,37,2721
722,False,2972462,1490832000,princess,10,13,2,1,17,2722
723,True,7313818,1456272000,Relax,26,23,21,1,28,2723
724,False,19120349,1485129600,baby baby,56,46,37,3,79,2724
725,False,4491687,1496361600,beach vibes,19,16,14,1,21,2725
726,False,3000952,1398902400,"Because,",14,14,2,1,14,2726
727,False,7354040,1458950400,Dad's playlist,27,25,3,1,30,2727
728,False,44070998,1509408000,Addicted,173,124,128,1,194,2728
729,False,4289882,1499472000,sad,11,7,4,1,20,2729
730,False,10007280,1458864000,Merica,37,29,5,1,40,2730
731,False,7648123,1506297600,pump up,33,27,4,4,35,2731
732,False,15153337,1447200000,90s Country,55,34,5,1,72,2732
733,False,10749706,1507766400,Country,40,26,23,1,52,2733
734,False,37266300,1443398400,90's mix,116,95,8,1,144,2734
735,False,13472231,1493942400,vale,39,27,12,5,50,2735
736,False,2981713,1498953600,bliss,12,8,3,1,13,2736
737,False,6162437,1490313600,Ceremony,24,22,12,1,25,2737
738,False,31915969,1507680000,Country music,81,36,33,1,139,2738
739,False,13260195,1509062400,Christian Jams ,32,20,15,1,59,2739
740,False,5972677,1467590400,Rock,21,15,14,2,26,2740
741,False,4577981,1507420800,slow dance,19,18,2,1,20,2741
742,False,24519214,1450051200,edm,81,60,11,1,99,2742
743,False,15048155,1457481600,Touch,68,66,3,1,68,2743
744,False,20650128,1509235200,Adoracion,45,32,26,1,57,2744
745,False,2832651,1484006400,violin ,8,5,7,1,11,2745
746,False,5433855,1390521600,Daft Punk - Random Access Memories,3,3,4,1,16,2746
747,False,8692460,1459036800,Car Playlist,29,17,13,1,38,2747
748,False,16643609,1497830400,Alma,62,20,7,1,86,2748
749,False,18271272,1462838400,Freshman,66,52,27,1,80,2749
750,False,9228758,1466985600,summer hits,41,40,13,2,43,2750
751,False,27725623,1424908800,Rancheras,65,19,11,1,136,2751
752,False,25506373,1370217600,Jazz,44,14,3,2,86,2752
753,False,2791158,1506643200,The Lion King,2,7,2,1,12,2753
754,False,15409841,1509148800,Chillax,60,54,38,1,72,2754
755,False,13701065,1509408000,Country rock,54,27,27,1,67,2755
756,False,17822738,1374710400,Hi,64,54,56,3,73,2756
757,False,3496091,1507680000,for you,14,14,9,1,15,2757
758,False,19866520,1462924800,desi,45,48,13,1,67,2758
759,False,23977959,1443916800,workout,96,82,50,2,106,2759
760,False,8548910,1509408000,LOVE,28,16,4,1,35,2760
761,False,5439522,1480377600,Christmas Music!!,29,29,5,1,31,2761
762,False,13298385,1506988800,Pumped,50,38,36,2,57,2762
763,False,32030857,1508716800,Reggae,59,33,14,1,129,2763
764,False,28150235,1474848000,SynthWave,30,18,10,1,106,2764
765,False,8850547,1508198400,Rap,22,14,9,1,36,2765
766,False,26507490,1495152000,LDN,100,77,33,1,116,2766
767,False,3298827,1450915200,Hop,14,12,8,1,14,2767
768,False,5457749,1491868800,fire,20,17,8,2,23,2768
769,False,7917571,1430870400,Party,29,22,23,1,33,2769
770,False,1730132,1484956800,2017,8,8,2,1,8,2770
771,False,37553969,1505347200,Spring 2017,166,165,7,2,172,2771
772,False,40193914,1501459200,Alternative,128,101,47,1,169,2772
773,False,20172462,1508630400,banda,71,25,21,2,107,2773
774,False,12503162,1499904000,rappp,48,42,26,1,58,2774
775,False,18972819,1499904000,space out,66,59,31,2,71,2775
776,False,3894774,1486512000,feels,15,12,5,1,17,2776
777,False,39862214,1496448000,panda,16,10,5,2,224,2777
778,False,3382104,1508371200,Dubstep,12,10,5,1,15,2778
779,False,7149598,1489622400,Praise him,23,21,10,1,26,2779
780,False,13771219,1494979200,Devin,46,34,28,1,62,2780
781,False,2723960,1468108800,july!,8,6,2,2,10,2781
782,False,24627888,1485561600,Classic Rock,82,53,24,1,88,2782
783,False,31273283,1475193600,Gameday,103,76,22,2,117,2783
784,True,21798108,1497484800,Portland ,84,84,37,1,84,2784
785,False,2633996,1463184000,Driving,12,12,5,1,12,2785
786,False,42663371,1462838400,2015 Summer,171,150,42,2,187,2786
787,False,5986373,1421280000,Jams,24,21,12,1,26,2787
788,False,20579572,1414627200,workout,77,62,21,1,92,2788
789,False,13239269,1505692800,Bruno Mars – Unorthodox Jukebox,34,28,14,1,60,2789
790,False,3304528,1508457600,Party,15,15,11,1,16,2790
791,False,9972831,1433980800,Summer,31,22,13,1,45,2791
792,False,34747635,1509062400,Chill out,144,103,86,10,158,2792
793,False,16274411,1508803200,DANCE,61,52,20,1,69,2793
794,False,2486462,1485648000,MEME,10,9,3,1,11,2794
795,False,9870882,1451433600,Slow Jamz,29,15,6,1,37,2795
796,False,5309570,1509148800,Recents,26,24,19,2,26,2796
797,False,17680988,1496361600,September,55,35,10,1,67,2797
798,False,6112877,1360800000,winter 2013,23,23,17,1,24,2798
799,False,10811498,1495929600,Slow,41,39,24,2,45,2799
800,False,1514274,1494201600,Lit��,8,4,2,2,8,2800
801,False,7761019,1499644800,The get down,27,24,2,1,27,2801
802,False,16980248,1470873600,Summer,43,38,7,2,76,2802
803,False,19898865,1509062400,All time favorite ,74,61,30,1,85,2803
804,True,40184605,1505088000,HipHop,124,76,110,4,166,2804
805,False,44032835,1507680000,JOY,171,137,88,1,195,2805
806,False,3742476,1425859200,Fifty Shades Of Grey (Original Motion Picture Soundtrack),10,13,2,1,16,2806
807,False,19490219,1509235200,bops ,69,49,34,1,92,2807
808,False,16092853,1452384000,HS,43,25,3,1,74,2808
809,False,7824670,1498435200,RHCP,9,3,2,1,31,2809
810,False,8843240,1509494400,MGK,34,27,26,1,40,2810
811,False,5906028,1370217600,to learn ,18,15,13,1,22,2811
812,False,10358295,1489190400,Alternative,44,43,20,1,48,2812
813,False,17687929,1464220800,Feel Good,70,64,22,1,71,2813
814,False,35458062,1508716800,Office Music,105,69,17,1,146,2814
815,False,48478554,1428537600,Coachella 2015,119,51,10,2,195,2815
816,False,29517277,1455753600,80's Pop,105,91,11,1,115,2816
817,False,11731268,1402704000,bangers,41,32,7,1,49,2817
818,False,9670760,1478044800,worship music,16,9,7,2,26,2818
819,False,13400510,1440979200,Rock,35,21,9,1,53,2819
820,False,9434145,1476230400,car playlist ,28,22,13,2,45,2820
821,False,4879982,1509408000,Morning Vibes,21,14,6,1,23,2821
822,False,7602370,1500249600,IDK,33,17,5,1,39,2822
823,False,3985833,1498348800,lacrosse,14,13,5,1,15,2823
824,False,6631379,1508716800,chill,21,19,14,1,29,2824
825,False,30809687,1482364800,EDM,132,113,47,2,141,2825
826,False,6170135,1503964800,workout ,17,9,9,2,26,2826
827,False,7974361,1509235200,luis,34,25,16,1,36,2827
828,False,34700424,1502668800,Chill,91,62,64,1,125,2828
829,False,2735761,1507334400,Morning Playlist,11,7,4,1,13,2829
830,False,22921782,1509062400,2017,74,64,63,1,99,2830
831,False,12124621,1471305600,summer 2016,47,45,21,1,51,2831
832,False,42521299,1508976000,rock,108,69,44,1,187,2832
833,False,27885222,1485907200,Summer Vibes,115,102,23,1,129,2833
834,False,18762573,1454112000,in progress,73,55,4,1,80,2834
835,False,4660308,1484179200,emotions,18,18,9,1,19,2835
836,False,9808584,1479427200,throwbacks ,39,29,5,1,42,2836
837,False,7131748,1492646400,Disney,16,32,2,1,40,2837
838,False,41186565,1509148800,Country,109,56,78,1,195,2838
839,False,2312311,1507939200,listen,9,6,9,1,11,2839
840,False,4776606,1451088000,DOS,23,20,3,1,23,2840
841,False,27433061,1508457600,Oldies,128,97,18,1,132,2841
842,False,9365722,1435881600,HEAT,37,37,11,1,40,2842
843,False,22359709,1451952000,Countdown,71,32,7,1,93,2843
844,False,6469768,1437177600,New 2015,25,25,5,1,29,2844
845,False,9267438,1500163200,disco,33,29,8,1,37,2845
846,False,6999163,1490572800,better,29,27,2,1,29,2846
847,False,4815964,1465776000,Driving,22,19,3,1,24,2847
848,False,11598077,1423180800,Romantic,35,29,14,1,53,2848
849,False,19767150,1418256000,Shower jams,80,75,51,1,91,2849
850,False,12138512,1491696000,Running,42,35,20,1,51,2850
851,False,1034228,1494892800,Gaming Songs,5,5,4,1,5,2851
852,False,13378942,1407024000,Sexy Time,48,40,13,1,53,2852
853,False,2973199,1446163200,sleep,8,7,4,1,13,2853
854,False,9377296,1498867200,Amaranthe,31,18,9,1,40,2854
855,False,1676448,1467676800,boop,7,7,2,1,7,2855
856,False,25039070,1483056000,Mood Music,93,75,7,2,105,2856
857,False,6787855,1505865600,walking ,17,15,2,1,27,2857
858,False,17476494,1506124800,Party Bus,66,54,3,1,77,2858
859,False,39487994,1502755200,2015,124,107,7,1,167,2859
860,False,6226766,1488758400,Smells Like Teen Spirit,17,12,2,1,25,2860
861,False,4684849,1507075200,Chill Vibes,20,20,8,1,20,2861
862,False,18308701,1508544000,my favorites,74,63,52,1,84,2862
863,False,12026957,1494028800,Oldschool,32,28,2,1,48,2863
864,False,21195473,1461628800,MIO,77,69,27,1,85,2864
865,False,11235666,1509062400,????,32,22,18,1,44,2865
866,False,4055951,1493942400,Shower tunes,14,12,8,1,18,2866
867,False,3242182,1462406400,Lit🔥,15,14,7,1,15,2867
868,False,2423216,1508457600,time capsule ,11,8,4,1,11,2868
869,False,15920060,1482192000,XMAS ,63,53,8,2,82,2869
870,False,10370283,1499558400,unwind,42,37,9,1,46,2870
871,False,4656472,1445731200,mix,18,18,2,1,18,2871
872,False,11263175,1507939200,smiles :))),45,43,28,1,51,2872
873,False,14741674,1495324800,Misc.,58,46,18,1,67,2873
874,False,16291901,1507334400,Becca,56,39,10,1,62,2874
875,False,8984221,1484611200,Chinese ,29,20,16,1,35,2875
876,False,14756709,1502928000,country,63,44,7,1,71,2876
877,False,9506713,1371859200,Mac Miller,13,4,4,1,48,2877
878,False,17618514,1420761600,80's,50,42,8,1,71,2878
879,False,7939602,1464307200,R&B,24,16,18,1,29,2879
880,False,22564850,1506556800,Chill Pills,62,59,56,1,75,2880
881,False,18246519,1465084800,Cruising,65,60,19,1,75,2881
882,False,5934919,1509235200,classics,28,21,7,1,32,2882
883,False,15928975,1508889600,Deja Vu,33,19,34,3,65,2883
884,False,9552743,1509408000,November 17,39,29,7,1,45,2884
885,False,5640645,1482796800,oldies but goodies,19,18,2,1,20,2885
886,False,26190354,1508976000,New Mix,73,38,33,1,124,2886
887,False,23746070,1507507200,lit,91,63,36,1,112,2887
888,False,6893236,1509062400,the feels ,29,23,4,1,30,2888
889,False,13270938,1494806400,Thursdays,55,48,4,2,58,2889
890,False,31479877,1495843200,spring cleaning,113,87,65,4,138,2890
891,False,1596461,1509062400,Lituation,7,7,6,2,7,2891
892,False,10612290,1507852800,r&b,32,26,19,1,44,2892
893,False,25549897,1484006400,Andrew McMahon,16,4,7,1,110,2893
894,False,8295771,1504828800,2017,38,31,15,2,38,2894
895,False,11836432,1509408000,Workout,49,39,33,1,55,2895
896,False,32995220,1508630400,Driving,131,109,10,1,145,2896
897,False,29139284,1506729600,Workout,96,60,15,1,121,2897
